entityid,entityname,principaladdress1,principaladdress2,principalcity,principalstate,principalzipcode,principalcountry,mailingaddress1,mailingaddress2,mailingcity,mailingstate,mailingzipcode,mailingcountry,entitystatus,jurisdictonofformation,entitytypeverbatim,entitytype,agentfirstname,agentmiddlename,agentlastname,agentsuffix,agentorganizationname,agentprincipaladdress1,agentprincipaladdress2,agentprincipalcity,agentprincipalstate,agentprincipalzipcode,agentprincipalcountry,agentmailingaddress1,agentmailingaddress2,agentmailingcity,agentmailingstate,agentmailingzipcode,agentmailingcountry,entityformdate
19871097603,SURFACE CREEK DITCH AND RESERVOIR COMPANY,17528 Happy Hollow Road,,Cedaredge,CO,81413,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,,,,,Surface Creek Ditch & Reservoir Company,17528 Happy Hollow Road,,Cedaredge,CO,81413,US,,,,,,,10/23/1886
19871108860,FARMERS 110 LATERAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,10/16/1944
19871112923,WEST 56TH AVENUE DITCH COMPANY,56th and Tejon Route 5,Highland Station,Denver,CO,80221,US,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,6/27/1947
19871116025,RE-ORGANIZED REVIVAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,3/4/1949
19871166385,GIPE DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,5/7/1963
19871115861,THE GOODHUE DITCH & RESERVIOR COMPANY,1226 W PINE CT,,Louisville,CO,80027,US,P.O. Box 276,,Louisville,CO,80027,US,Good Standing,,Nonprofit Corporation,DNC,JOAN,K.,TRUESDALE,,,1226 W PINE CT,,LOUISVILLE,CO,80027,US,PO BOX 276,,LOUISVILLE,CO,80027,US,2/4/1949
19871116243,WILLERUP'S SUB-DIVISION SUPPLY DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,4/16/1949
19871116664,GRABLE LATERAL ASSOCIATION,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,6/28/1949
19871936053,PLATTE VALLEY DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,1/27/1903
19871275163,"CARLSON DITCH CO., Dissolved May 1, 2003",,,,,,,,,,,,,Administratively Dissolved,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,7/5/1974
19871118077,THE DEER TRAIL DITCH COMPANY,1801 California Street,Suite 4600,Denver,CO,80202,US,,,,,,,Good Standing,,Corporation,DPC,E.,Lee,Reichert,,,1801 California Street,Suite 4600,Denver,CO,80202,US,,,,,,,4/24/1950
19871123693,THE WEBBER DITCH COMPANY,6883 Road 41,,Mancos,CO,81328,US,P.O. Box 983,,Mancos,CO,81328,US,Good Standing,,Nonprofit Corporation,DNC,Mary,Ann,Graf,,,6883 Road 41,,Mancos,CO,81328,US,P.O. Box 983,,Mancos,CO,81328,US,5/18/1953
19871509111,THE REORGANIZED FARMERS' DITCH COMPANY,210 E 29TH ST STREET,,Loveland,CO,80538,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,,,,,"Starr & Westbrook, P.C.",210 East 29th Street,,Loveland,CO,80538,US,,,,,,,2/18/1983
19871124120,SAN PEDRO MUTUAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,7/28/1953
19871374701,"THE CHURCH DITCH COMPANY, Dissolved March 25, 2005",11701 COMMUNITY CENTER DR.,,Northglenn,CO,80233,US,11701 Community Center Dr,,Northglenn,CO,80233,US,Voluntarily Dissolved,,Corporation,DPC,DALE,G.,KRALICEK,,,11701 COMMUNITY CENTER DR.,,NORTHGLENN,CO,80233,US,PO BOX 330061,,NORTHGLENN,CO,80233,US,6/4/1979
19901104059,CASTLE DITCH COMPANY,1537 EBYCREEK RD,,Eagle,CO,81631,US,PO Box 395,,Eagle,CO,81631,US,Good Standing,,Nonprofit Corporation,DNC,NANCY,,LIPSKY,,,1537 EBYCREEK RD,,EAGLE,CO,81631,US,PO BOX 395,,EAGLE,CO,81631,US,11/29/1990
19961092095,"MUDDY CREEK DITCH COMPANY, INC., Delinquent December 1, 2008",231 N. Oak Street,,Telluride,CO,81435,US,po box 222,,Telluride,CO,81435,US,Delinquent,,Nonprofit Corporation,DNC,Lynne,n.,Horning,,,231 North Oak Street,,Telluride,CO,81435,US,po box 222,,Telluride,CO,81435,US,7/12/1996
19871046306,EAST SIDE LATERAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,1/18/1908
19871124780,Piedra Falls Ditch Company,326 Dutton Dr.,,Pagosa Springs,CO,81147,US,PO Box 5634,,Pagosa Springs,CO,81147,US,Good Standing,,Nonprofit Corporation,DNC,Mary,,Adkisson,,,326 Dutton Dr.,,Pagosa Springs,CO,81147,US,PO Box 5634,,Pagosa Springs,CO,81147,US,12/11/1953
19871125858,MITCHELL-COOPER DITCH AND PIPELINE COMPANY,916B GRAND AVE,,Glenwood Springs,CO,81601,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,,,,,CPA SERVICES PRO INC,916B GRAND AVE,,GLENWOOD SPRINGS,CO,81601,US,,,,,,,5/21/1954
19671195797,"THE CRYSTAL SPRING, DITCH AND PIPELINE CORP.",1405 Donegan Rd.,,Glenwood Springs,CO,81601,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Robert,,Anderson,,,1405 Donegan Road,,Glenwood Springs,CO,81601,US,,,,,,,8/31/1967
19871366612,THE SILVER RIDGE HOMEOWNERS AND DITCH ASSOCIATION,61501 Lobo Drive,,Montrose,CO,81403,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Lisa,L.,DelPiccolo,,,61501 Lobo Drive,,Montrose,CO,81403,US,61501 Lobo Drive,,Montrose,CO,81403,US,3/7/1979
19871127956,RIO GRANDE DITCH NO. 4 COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,2/7/1955
19871127962,THE SANCHEZ DITCH AND RESERVOIR COMPANY,320 2ND,,San Acacio,CO,81151,US,RR1 BOX 215,,San Acacio,CO,81151,US,Good Standing,,Nonprofit Corporation,DNC,KEITH,,CALDON,,,320 2ND,,SAN ACACIO,CO,81151,US,RR 1Box 215,,San Acacio,CO,81151,US,2/7/1955
19871539401,"THE SWINK DITCH AND RESERVOIR COMPANY, Delinquent October 1, 2009",109 GORDON ST,P.O. Box 292,Wiley,CO,81092,US,P.O. Box 292,,Wiley,CO,81092,US,Delinquent,,Nonprofit Corporation,DNC,ELDON,,HAYS,,,9234 HWY 10,,MANZANOLA,CO,81648,US,PO BOX 292,,WILEY,CO,81092,US,9/26/1983
19931068895,HOPE DITCH COMPANY,2531 E 165 AVE,,Brighton,CO,80602,US,2560 E 165th ave,,Brighton,CO,80602,US,Good Standing,,Nonprofit Corporation,DNC,Peter,,Geelan,,,2560 E 165th ave,,Brighton,CO,80602,US,2560 E 165th ave,,Brighton,CO,80602,US,7/2/1993
19871367849,T. T. & C. DITCH COMPANY,1673 TAYLOR LANE,,Pagosa Springs,CO,81147,US,P O Box 2558,,Pagosa Springs,CO,81147,US,Good Standing,,Nonprofit Corporation,DNC,Rebecca,J,Guilliams,,,1673  TAYLOR LANE,,PAGOSA SPRINGS,CO,81147,US,PO BOX 2558,1673 A Taylor Ln,PAGOSA SPRINGS,CO,81147,US,3/23/1979
19971027634,"WHITE DITCH NO. 3, INCORPORATED",315 E RAINBOW BLVD,,Salida,CO,81201,US,,,,,,,Exists,,Ditch Company,DT,GEORGE,,KOENIG,,,1046 1/2 E RAINBOW,,SALIDA,CO,81201,US,,,,,,,2/24/1997
19871132059,"DEEP CUT IRRIGATING DITCH, INC.",,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,4/2/1956
19871133065,DALLAS DITCH COMPANY,8500 HWY 62,,Ridgway,CO,81432,US,P.O. Box 213,,Ridgway,CO,81432,US,Good Standing,,Nonprofit Corporation,DNC,Cynthia,,Feirn,,,8500 HWY 62,,Ridgway,CO,81432,US,P.O. Box 213,,Ridgway,CO,81432,US,7/11/1956
19871133564,"ROCKFORD DITCH ASSOCIATION, INC.",1493 CTY RD 106,,Carbondale,CO,81623,US,1493 County Road 106,,Carbondale,CO,81623,US,Good Standing,,Nonprofit Corporation,DNC,JOSEPH,,WHITE,,,1493 CTY RD 106,,CARBONDALE,CO,81623,US,,,,,,,9/12/1956
19871138700,LUCERO DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,3/13/1958
19871546707,RED CLIFFS DITCH COMPANY,2151 CR 250,,Durango,CO,81301,US,2151 CR 250,,Durango,CO,81301,US,Good Standing,,Nonprofit Corporation,DNC,Kevin,M,Derheimer,,,2151 CR 250,,Durango,CO,81301,US,2151 CR 250,,Durango,CO,81301,US,11/18/1983
19931058656,"OXFORD LATERAL DITCH, INC.",8593 Hwy 172,,Ignacio,CO,81137,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Scotty,L,Hinds,,,8593 HWY 172,,IGNACIO,CO,81137,US,8593 HWY 172,,IGNACIO,CO,81137,US,6/7/1993
19981140449,"SULLIVAN-WALLACE DITCH COMPANY, INC.",11317 CR 250,,Durango,CO,81301,US,11317 CR 250,,Durango,CO,81301,US,Good Standing,,Nonprofit Corporation,DNC,Dennis,J.,Pierce,,,11317 CR 250,,Durango,CO,81301,US,11317 CR 250,,Durango,CO,81301,US,8/3/1998
19871005546,CENTENIAL IRRIGATING DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,03/19/1883
19871149110,FELDMAN DITCH COMPANY,414 price rd,,Paonia,CO,81428,US,PO Box 1837,,Paonia,CO,81428,US,Good Standing,,Nonprofit Corporation,DNC,daphne,,salone,,,414 price rd,,paonia,CO,81428,US,PO Box 1837,,paonia,CO,81428,US,7/13/1960
19871051526,HOLLY LATERAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,3/17/1910
19871152544,SUBURBAN LATERAL DITCH CO.,409 West 7th Street,,Pueblo,CO,81003,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Frank,,Robeda,,,409 West 7th Street,,PUEBLO,CO,80113,US,,,,,,,2/17/1961
19911011652,RIO GRANDE AND PIEDRA VALLEY DITCH COMPANY,0270 CR 14A,,Del Norte,CO,81132,US,0270 CR 14A,,Del Norte,CO,81132,US,Good Standing,,Nonprofit Corporation,DNC,WILLIAM,M,MCNEIL,,,0270 CR 14A,,DEL NORTE,CO,81132,US,,,,,,,2/25/1991
19871379505,JOHNSON AND EDWARDS DITCH COMPANY,11213 West Asbury Avenue,,Lakewood,CO,80227,US,11213 West Asbury Avenue,,Lakewood,CO,80227,US,Good Standing,,Nonprofit Corporation,DNC,Hilde,Gill,Kaiser,,,11213 West Asbury Avenue,,Lakewood,CO,80227,US,,,,,,,8/10/1979
19701223851,"The Smith and Goss Ditch Company, Dissolved January 1, 1990",Stadium Building Room 255,University of Colorado,Boulder,CO,80309,US,,,,,,,Administratively Dissolved,,Nonprofit Corporation,DNC,Robert,L,Wheeler,,,Campus Box B-53,University of Colorado,Boulder,CO,80309,US,,,,,,,11/2/1970
19871156903,MILLER CREEK DITCH COMPANY,Post Office Box 158,3776 County Road 13,Meeker,CO,81641,US,P.O. Box 1401,,Meeker,CO,81641,US,Good Standing,,Nonprofit Corporation,DNC,Don,,Hilkey,,,Post Office Box 158,3776 County Road 13,Meeker,CO,81641,US,,,,,,,10/31/1961
19871157284,THE HARRY LATERAL DITCH COMPANY,4000 Loma Vista Pl.,,Johnstown,CO,80534,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Mario,,Herrera,,,4000 Loma Vista Pl.,,Johnstown,CO,80534,US,4000 Loma Vista Pl.,,Johnstown,CO,80534,US,11/24/1961
19911016111,THE MCKENZIE-WILDCAT DITCH COMPANY,0875 WILDCAT WAY,,Snowmass,CO,81654,US,P.O. Box 274,,Snowmass,CO,81654,US,Good Standing,,Nonprofit Corporation,DNC,Chris,,LaCroix,,,"c/o Garfield & Hecht, P.C.","625 E. Hyman Avenue, Suite 201",Aspen,CO,81611,US,,,,,,,3/13/1991
19871709688,"MARTIN LATERAL DITCH COMPANY, INC.",3901 CR 514,,Ignacio,CO,81137,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,FLOYD,L.,SMITH,,,48 COUNTY RD 250 STE 5,,DURANGO,CO,81301,US,,,,,,,2/6/1987
19871077466,GONZALES DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,4/11/1923
19911034461,THE RIVERSIDE DITCH AND ALLEN EXTENSION COMPANY,31715 US Hwy 24N,,Buena Vista,CO,81211,US,PO BOX 892,,Buena Vista,CO,81211-0892,US,Good Standing,,Nonprofit Corporation,DNC,Laura,,Berchert,,,31715 US Hwy 24N,,BUENA VISTA,CO,81211,US,PO BOX 892,,BUENA VISTA,CO,81211-0892,US,5/14/1991
19871174793,"THE RHONE LATERAL DITCH COMPANY, Dissolved November 17, 2007",884 Wagon Wheel Lane,,Grand Junction,CO,81505,US,884 Wagon Wheel Lane,,Grand Junction,CO,81505,US,Voluntarily Dissolved,,Nonprofit Corporation,DNC,Dion,M,Plsek,,,884 Wagon Wheel Lane,,Grand Junction,CO,81505,US,,,,,,,8/6/1964
19971041072,LODGE POLE LAKE RESERVOIR CO.,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,RUSSELL & WILDERSON PC,120 N TAYLOR AVE,,GUNNISON,CO,81230,US,PO BOX 179,,GUNNISON,CO,81230,US,3/17/1997
19721238635,GREEN DITCH COMPANY,c/o ERTL,229 Terry Street,Longmont,CO,80501,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Anne,,Smith,,,c/o ERTL,229 Terry Street,Longmont,CO,80501,US,229 Terry Street,,Longmont,CO,80501,US,2/14/1972
19871178444,REDLANDS VILLAGE DITCH COMPANY (WATER),562 Village Way,,Grand Junction,CO,81507,US,PO Box 1502,,Grand Junction,CO,81502,US,Good Standing,,Nonprofit Corporation,DNC,Brenda,,Leeman,,,562 Village Way,,GRAND JUNCTION,CO,81507,US,PO BOX 1502,,GRAND JUNCTION,CO,81502,US,3/9/1965
19871062581,MORIN MUTUAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,4/15/1916
19871062655,NAZARENUS LATERAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,4/28/1916
19871405238,REYNOLDS AND CAIN DITCH COMPANY,818 Colorado Avenue,,Glenwood Springs,CO,81601,US,PO Drawer 790,,Glenwood Springs,CO,81602,US,Good Standing,,Nonprofit Corporation,DNC,Timothy,A,Thulson,,,"Balcomb & Green, PC",818 Colorado Avenue,Glenwood Springs,CO,81601,US,"Balcomb & Green, PC",PO Drawer 790,Glenwood Springs,CO,81602,US,6/13/1980
19871024729,HOLLAND DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,06/01/1897
19871405641,THE WOOD-PERRY DITCH COMPANY,72 Meadow Circle,,Ridgway,CO,81432,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Thomas,,Bennett,,,72 Meadow Circle,,Ridgway,CO,81432,US,,,,,,,6/23/1980
19871184098,DRY CREEK-DAVIDSON DITCH COMPANY,P.O. BOX 194,,Louisville,CO,80027,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,DEBRA,MARIE,GEORGE,,,2668 NORTH 95TH ST,,BOULDER,CO,80301,US,PO BOX 194,,LOUISVILLE,CO,80027,US,12/28/1965
19871188088,NEEDHAM DITCH COMPANY,P.O. Box 722,,Carbondale,CO,81623,US,,,,,,,Good Standing,,Corporation,DPC,Craig,Vincent,Corona,,,"420 E Main St., Ste. 210B",,Aspen,CO,81611,US,,,,,,,7/27/1966
